"TransformerWinding:
ID","TransformerWinding:
InternalId","TransformerWinding:
Name","TransformerWinding:
Parent","TransformerWinding:
ObjectType","BaseVoltage:
Path","BaseVoltage:
InternalId","BaseVoltage:
Name","TransformerWinding:
ConductingEquipmentUsesABaseVoltage:
BaseVoltage:
ID","BaseVoltage:
Parent","BaseVoltage:
ObjectType"
_7cb0819a-2b43-465e-8d24-66859fd010e9,763775,Alta,_9b99ce34-d434-4dd7-982b-037ca8de9268,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d50f2709-b6b8-45ac-b82a-4584ae9bebe4,763777,Baja,_9b99ce34-d434-4dd7-982b-037ca8de9268,TransformerWinding,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_dd9a33b5-f190-4476-a99d-3d9a1cc6a760,764536,Alta,_7a927574-94c8-4c15-ae28-71843451b72c,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_ecaa4592-1e83-4881-b6c9-e46e6cfbe9dc,764538,Baja,_7a927574-94c8-4c15-ae28-71843451b72c,TransformerWinding,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_ac0d087d-7693-4e3d-91b8-756b4c09f1f7,764542,Alta,_bde0a170-ff23-4e8a-af76-f01b16cc4737,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_cddecc3b-ef8c-4bca-b139-3b8edc82abe8,764544,Baja,_bde0a170-ff23-4e8a-af76-f01b16cc4737,TransformerWinding,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_ca362289-c470-4cd4-8454-a07f37d5eaff,764548,Alta,_410bd112-0751-472d-b064-84f39e631777,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_b34025e1-2bac-4583-b784-4129c0338bec,764550,Baja,_410bd112-0751-472d-b064-84f39e631777,TransformerWinding,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_aec35022-dbb8-447f-a9b9-ff85c533358b,764554,Alta,_6d710a78-4ae8-4f33-842b-034926719c3a,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_48e948f9-274c-4955-9421-1447bc00b3ea,764556,Baja,_6d710a78-4ae8-4f33-842b-034926719c3a,TransformerWinding,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_c2a9c68f-065f-4311-89a6-59e98b23724f,764560,Alta,_799bd62a-fe54-4343-b7b1-e233c0b67d9e,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_fc65f3b9-8b70-495c-837a-b3593ad067da,764562,Baja,_799bd62a-fe54-4343-b7b1-e233c0b67d9e,TransformerWinding,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_7f6b2b27-476d-42aa-aeb4-c730f0f50762,764566,Alta,_1ef87ecd-28b5-4814-9dc2-4b67190680d1,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_6752f743-835e-4bec-94d8-3ae9c5d171b6,764568,Baja,_1ef87ecd-28b5-4814-9dc2-4b67190680d1,TransformerWinding,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_9b0ad7ee-b881-465a-a86d-e50cd6d7dfb9,765290,Alta,_9301b5a0-d142-4971-906e-48d38702f066,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_781aa27f-73ec-4a16-b347-f0ff4d3f592a,765292,Baja,_9301b5a0-d142-4971-906e-48d38702f066,TransformerWinding,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_e36f5b7c-c1ce-45ce-a547-4234d497b2ad,765296,Alta,_8aec1176-72e7-459f-9346-2e02e263e3c9,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_740b320d-e43d-4bac-8cc6-2f3dbe554ac1,765298,Baja,_8aec1176-72e7-459f-9346-2e02e263e3c9,TransformerWinding,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_f12c9aab-bc2d-4587-9e70-03357bb72e30,765302,Alta,_a20a2628-fd3b-4e98-b224-cb1fb52c95c7,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_8b6f1bc1-1909-4577-9c47-9b91dfa3fff5,765304,Baja,_a20a2628-fd3b-4e98-b224-cb1fb52c95c7,TransformerWinding,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_45f98e73-be89-4eea-9dd2-22887e1ed66b,765308,Alta,_9ba5aef0-a5d1-4607-b454-30f62d867a0f,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d71fa6ba-cbb5-4c75-8e23-c695d1f34fff,765310,Baja,_9ba5aef0-a5d1-4607-b454-30f62d867a0f,TransformerWinding,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_62733f17-b440-4c6b-a332-d83b940cb152,765314,Alta,_1c773768-fe0d-43cf-860d-140d713dafc6,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_39dce2b6-9560-4ccc-a2b5-31bef373e14f,765316,Baja,_1c773768-fe0d-43cf-860d-140d713dafc6,TransformerWinding,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_8f47e3da-3ea8-4dfc-b12e-0eb2dd0ee646,765859,Alta,_d8bede7e-79a3-47a1-90d6-6525153ed23e,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_91bd23db-6b50-437d-ba86-d998ea4b5a68,765861,Baja,_d8bede7e-79a3-47a1-90d6-6525153ed23e,TransformerWinding,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_61eb8d18-3465-4ee8-9cc9-47872776eec6,765865,Alta,_225981b3-2f75-48f2-9edf-b505a19d4afc,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_bf6372a4-f9da-45d1-bb99-b16f705c21a3,765867,Baja,_225981b3-2f75-48f2-9edf-b505a19d4afc,TransformerWinding,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_0483a72a-5383-440e-93a5-c8b8d66bb2bd,765871,Alta,_e639a0b0-cd62-4e0b-8dca-9b69b4bc6f57,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_7842cfbc-e40a-463e-8118-da99c996db3a,765873,Baja,_e639a0b0-cd62-4e0b-8dca-9b69b4bc6f57,TransformerWinding,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_58b77422-4ef9-43ff-8633-fc0e043ccda8,766347,Alta,_2dcb3c7a-50cd-4de7-bdc2-c4f82ef7d34b,TransformerWinding,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_79e5c57f-322c-401d-8beb-2617b5e345ed,766349,Baja,_2dcb3c7a-50cd-4de7-bdc2-c4f82ef7d34b,TransformerWinding,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_29f02196-f3cd-4e66-93e7-e6955f3029e1,766353,Alta,_e9085b57-1736-4eb9-927b-1121f181b603,TransformerWinding,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_2f317937-d225-4620-a0fa-8ebe31e58ca5,766355,Baja,_e9085b57-1736-4eb9-927b-1121f181b603,TransformerWinding,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_f099c8b2-228d-4ce8-a477-a8867fca6f94,766649,Alta,_8bcd800d-ed13-4b11-b1bf-ef9dcfbde72c,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_a519ff3c-274f-417c-b4af-6ebb000a04e0,766651,Baja,_8bcd800d-ed13-4b11-b1bf-ef9dcfbde72c,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_fcdbbb84-d3d3-4457-a8ae-5810a09def19,766654,Alta,_4cb9c35b-fcd6-4879-8c77-1baf9ec97b4f,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_6d136bef-5fc7-4cb6-8a24-d2b7e90c25fa,766656,Baja,_4cb9c35b-fcd6-4879-8c77-1baf9ec97b4f,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_c0155323-3ac3-46f5-b73b-9d7a207f89b5,770281,Alta,_e1de233e-f9bb-4ffe-a30b-c38e319df6af,TransformerWinding,Network/.Base Voltages/Base 400,590818,Base 400,_f6fbc9e5-715d-41c2-8b86-f4732ea84ff2,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_7a16b54a-fe95-47f4-b3b1-347884172409,770316,Baja,_e1de233e-f9bb-4ffe-a30b-c38e319df6af,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d4ae533c-4d47-4a5b-a5b8-e1e16be29729,770320,Alta,_38b7767f-b35c-4dbe-a186-9e5484e110bf,TransformerWinding,Network/.Base Voltages/Base 400,590818,Base 400,_f6fbc9e5-715d-41c2-8b86-f4732ea84ff2,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_21cd4c63-d995-4705-bd2c-124027e5817d,770355,Baja,_38b7767f-b35c-4dbe-a186-9e5484e110bf,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_dceae8ed-d305-4348-815d-d80c3bfb1c77,770359,Alta,_d7ece726-806d-402c-971f-ae4541b0e5cf,TransformerWinding,Network/.Base Voltages/Base 400,590818,Base 400,_f6fbc9e5-715d-41c2-8b86-f4732ea84ff2,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_a2843dd8-67fb-4860-8bb3-10d79e241cb7,770394,Baja,_d7ece726-806d-402c-971f-ae4541b0e5cf,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_9344d5e2-040e-431b-8ca2-16f43d61cdfa,770777,Alta,_de5546b1-49b3-472f-a20e-c70fc2c438fe,TransformerWinding,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_e06004b1-69dd-4c3f-83c0-8b81925b71b3,770779,Baja,_de5546b1-49b3-472f-a20e-c70fc2c438fe,TransformerWinding,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_b4d55676-b0cf-4f78-af29-e60293a7aefb,770783,Alta,_e4c830c0-a5df-4809-8233-7d78e8c49b9c,TransformerWinding,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_66afc82f-73c7-48b8-8545-202e6a039e98,770785,Baja,_e4c830c0-a5df-4809-8233-7d78e8c49b9c,TransformerWinding,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_4f8cf75e-1595-49bf-80c6-e6ab4b5e5b0b,770789,Alta,_e0e38133-bf02-4e3e-97b3-028e9b78a3a5,TransformerWinding,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_3dc4a9c3-7af6-4228-b225-aeabc4294e45,770791,Baja,_e0e38133-bf02-4e3e-97b3-028e9b78a3a5,TransformerWinding,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d4290653-bb2d-472a-bd39-97fd88ee5734,770795,Alta,_15c5f514-468f-40d1-979a-243eb3757b86,TransformerWinding,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_9d0e8143-95ab-49a2-a31a-5e184abc78e0,770797,Baja,_15c5f514-468f-40d1-979a-243eb3757b86,TransformerWinding,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_459a4392-b9b7-4c98-9dbf-8a9d99069463,771544,Alta,_4cf6bf0d-82bc-437d-8b39-40bd8b83de6d,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_a2e59254-47c6-4bd3-99e8-78ab5cc88060,771546,Baja,_4cf6bf0d-82bc-437d-8b39-40bd8b83de6d,TransformerWinding,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_e41bed48-5934-492b-8061-15df5693a260,772413,Alta,_a19f7331-c19c-4e62-9c53-0cfe3060f147,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_3eda7a1e-1ab9-4cd0-ac85-66a5f3a42eaf,772416,Baja,_a19f7331-c19c-4e62-9c53-0cfe3060f147,TransformerWinding,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_43e2710a-d73d-456f-9fd7-9668384b7dfb,772419,Alta,_62cf86f4-851e-48d3-a13a-92ad7f30375b,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_79c30a39-ac2a-4a0d-8c8e-5256b3311e5e,772422,Baja,_62cf86f4-851e-48d3-a13a-92ad7f30375b,TransformerWinding,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_4b2e8658-f9da-49dc-aee7-2237f4543643,772425,Alta,_3eee1785-5c7f-4381-bbf4-93e1dd2179b3,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_cdc50264-f5eb-4f54-9643-e4a41f137fee,772428,Baja,_3eee1785-5c7f-4381-bbf4-93e1dd2179b3,TransformerWinding,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_cbbf6720-15ce-4a84-9c71-591cb8aa94bb,772822,Alta,_9edb72f2-8fcb-4b2c-a0d6-9303365f076b,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_64aac12c-a60e-4e59-a3bd-a051b03529d6,772824,Baja,_9edb72f2-8fcb-4b2c-a0d6-9303365f076b,TransformerWinding,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_69d719d9-d947-42ce-9e7e-fcf48c992e4e,772971,Alta,_1e111e06-897f-4e30-b98a-5540710365d3,TransformerWinding,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_7ea8f67e-3716-4143-b94c-6b9d6b5239a0,772973,Baja,_1e111e06-897f-4e30-b98a-5540710365d3,TransformerWinding,Network/.Base Voltages/Base 4.16,590834,Base 4.16,_901ae6d2-1095-4583-bfc9-9c7d9306549f,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_c7551dde-ee2e-4334-9065-444cbcc690e6,772976,Alta,_0f121f6e-3e44-4869-a9ad-3595215cb183,TransformerWinding,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_bbe256a8-0a7c-4d98-a7ee-e46a34ebd114,772978,Baja,_0f121f6e-3e44-4869-a9ad-3595215cb183,TransformerWinding,Network/.Base Voltages/Base 4.16,590834,Base 4.16,_901ae6d2-1095-4583-bfc9-9c7d9306549f,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_bd065817-8f51-402d-94c6-35fa93bffdbc,773437,Alta,_69c52bef-4223-44fb-86b1-69cefe8ef614,TransformerWinding,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_6515ffb8-06b0-49e5-92fd-d48a46606dd0,773439,Baja,_69c52bef-4223-44fb-86b1-69cefe8ef614,TransformerWinding,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_27018ef0-7629-4b7d-9379-4efe6caee5b1,773443,Alta,_4d264053-bc8a-4015-9a97-88b4f8ddd360,TransformerWinding,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_ea978ade-9961-4c94-9ab8-9d785c52b552,773445,Baja,_4d264053-bc8a-4015-9a97-88b4f8ddd360,TransformerWinding,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_5a3f1803-4d90-421b-a9e0-01a269a55bdc,773449,Alta,_5bebbad8-bce3-4f1c-9999-96d8137f5c5b,TransformerWinding,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_9cbbe1b9-8cf1-4579-b288-cb55d4b59da1,773451,Baja,_5bebbad8-bce3-4f1c-9999-96d8137f5c5b,TransformerWinding,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_c35233fa-15c4-4302-96b9-17cb012da6b3,773455,Alta,_ae78315c-3f25-4df8-93a7-9af1f3f6dd44,TransformerWinding,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_0592ca21-2a76-43bc-8aec-13c82cb0fad8,773457,Baja,_ae78315c-3f25-4df8-93a7-9af1f3f6dd44,TransformerWinding,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_40fca368-f113-4c4f-9003-20854e357a6c,773461,Alta,_1762aba6-a28d-405a-9887-227ab48d6a32,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_7ceb03fe-3b0a-4c45-a4b5-a4273496114e,773463,Baja,_1762aba6-a28d-405a-9887-227ab48d6a32,TransformerWinding,Network/.Base Voltages/Base 85,590816,Base 85,_24cb97e8-7019-4ddc-ac82-41e5140983c3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_5673de2b-a11f-4a34-a350-0da62850734b,774135,Alta,_7852ff3c-38e5-4d19-9a2d-4bc04eb67013,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_7859c795-ac0b-4f63-b4f5-e298b2118380,774137,Baja,_7852ff3c-38e5-4d19-9a2d-4bc04eb67013,TransformerWinding,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_64008927-8440-4b51-ae51-89863f029fed,774398,Alta,_5aa1d4cc-888c-450d-851c-6d7db2fe15e8,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_8e0f9eb9-7df2-448d-9854-bb6f61710e66,774400,Baja,_5aa1d4cc-888c-450d-851c-6d7db2fe15e8,TransformerWinding,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_bf7254c2-2e03-42e3-ac04-06807a1ed6f4,774404,Alta,_636b19b7-7882-49f5-a41b-7214ba099985,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_fe61a361-9a5e-4206-81cc-2b8f8de0fe92,774406,Baja,_636b19b7-7882-49f5-a41b-7214ba099985,TransformerWinding,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_4a9c0822-afa6-4f14-b860-952103b4c3b6,774410,Alta,_9ff6b135-826c-48e2-92d1-be00134492f7,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
